timestamp,agent_id,event_type,cultural_state,source_id,guild,narrative_coherence,strain_id
41,112,exposure,E,111,Iconoclastes,0.5916666666666667,PR-004
41,77,exposure,E,121,Iconoclastes,0.4,RF-005
41,208,exposure,E,207,Colporteurs,0.5916666666666667,PR-004
41,217,exposure,E,215,Colporteurs,0.4,RF-005
41,887,exposure,E,216,Scribes,0.4,RF-005
41,544,exposure,E,242,Colporteurs,0.4,RF-005
41,748,exposure,E,245,Colporteurs,0.4,RF-005
41,293,exposure,E,292,Hérauts,0.4,RF-005
41,714,exposure,E,376,Colporteurs,0.5916666666666667,PR-004
41,467,exposure,E,465,Anachorètes,0.5916666666666667,PR-004
41,502,exposure,E,499,Colporteurs,0.4,MV-003
41,634,exposure,E,631,Hérauts,0.4,RF-005
41,698,exposure,E,697,Hérauts,0.5916666666666667,PR-004
41,764,exposure,E,761,Anachorètes,0.5916666666666667,PR-004
41,765,exposure,E,763,Colporteurs,0.5916666666666667,PR-004
41,493,exposure,E,778,Iconoclastes,0.4,RF-005
41,283,exposure,E,780,Scribes,0.4,RF-005
41,42,exposure,E,809,Iconoclastes,0.5916666666666667,PR-004
41,878,exposure,E,877,Iconoclastes,0.5916666666666667,PR-004
41,915,exposure,E,914,Colporteurs,0.5916666666666667,PR-004
41,922,exposure,E,920,Anachorètes,0.4,RF-005
41,952,exposure,E,951,Colporteurs,0.4,RF-005
41,955,exposure,E,954,Scribes,0.5916666666666667,PR-004
41,965,exposure,E,962,Anachorètes,0.5916666666666667,PR-004
41,32,disenchantment,R,-1,Iconoclastes,0.4,RF-005
41,46,burnout,D,-1,Anachorètes,0,RF-005
41,183,disenchantment,R,-1,Anachorètes,0.5916666666666667,PR-004
41,854,disenchantment,R,-1,Hérauts,0.4,RF-005
42,772,exposure,E,35,Iconoclastes,0.4,RF-005
42,60,exposure,E,58,Colporteurs,0.4,RF-005
42,84,exposure,E,82,Anachorètes,0.4,RF-005
42,681,exposure,E,165,Scribes,0.4,RF-005
42,188,exposure,E,186,Scribes,0.4,RF-005
42,189,exposure,E,187,Hérauts,0.4,RF-005
42,210,exposure,E,209,Colporteurs,0.5916666666666667,PR-004
42,221,exposure,E,218,Hérauts,0.5916666666666667,PR-004
42,244,exposure,E,242,Anachorètes,0.4,RF-005
42,771,exposure,E,245,Iconoclastes,0.4,RF-005
42,346,exposure,E,345,Hérauts,0.5916666666666667,PR-004
42,858,exposure,E,376,Anachorètes,0.5916666666666667,PR-004
42,418,exposure,E,415,Iconoclastes,0.4,MV-003
42,478,exposure,E,477,Iconoclastes,0.5916666666666667,PR-004
42,602,exposure,E,599,Colporteurs,0.5916666666666667,PR-004
42,636,exposure,E,633,Anachorètes,0.4,RF-005
42,668,exposure,E,665,Iconoclastes,0.5916666666666667,PR-004
42,669,exposure,E,666,Anachorètes,0.4,RF-005
42,734,exposure,E,732,Scribes,0.5916666666666667,PR-004
42,909,exposure,E,778,Anachorètes,0.4,RF-005
42,812,exposure,E,810,Colporteurs,0.5916666666666667,PR-004
42,828,exposure,E,827,Iconoclastes,0.5916666666666667,PR-004
42,830,exposure,E,829,Anachorètes,0.5916666666666667,PR-004
42,850,exposure,E,849,Scribes,0.4,RF-005
42,859,exposure,E,856,Hérauts,0.4,RF-005
42,886,exposure,E,884,Iconoclastes,0.4,RF-005
42,332,exposure,E,913,Scribes,0.4,RF-005
42,926,exposure,E,923,Hérauts,0.4,RF-005
42,949,exposure,E,947,Colporteurs,0.5916666666666667,PR-004
42,956,exposure,E,953,Hérauts,0.5916666666666667,PR-004
42,989,exposure,E,986,Scribes,0.5916666666666667,PR-004
42,163,disenchantment,R,-1,Scribes,0.4,RF-005
42,209,disenchantment,R,-1,Anachorètes,0.5916666666666667,PR-004
42,241,disenchantment,R,-1,Colporteurs,0.4,RF-005
42,446,disenchantment,R,-1,Scribes,0.5916666666666667,PR-004
42,662,disenchantment,R,-1,Anachorètes,0.5916666666666667,PR-004
42,733,disenchantment,R,-1,Anachorètes,0.5916666666666667,PR-004
42,826,disenchantment,R,-1,Colporteurs,0.5916666666666667,PR-004
42,827,disenchantment,R,-1,Hérauts,0.5916666666666667,PR-004
42,918,disenchantment,R,-1,Scribes,0.4,RF-005
43,44,exposure,E,42,Scribes,0.5916666666666667,PR-004
43,64,exposure,E,61,Anachorètes,0.4,RF-005
43,75,exposure,E,73,Hérauts,0.4,RF-005
43,80,exposure,E,77,Hérauts,0.4,RF-005
43,249,exposure,E,82,Hérauts,0.4,RF-005
43,113,exposure,E,111,Hérauts,0.5916666666666667,PR-004
43,213,exposure,E,123,Anachorètes,0.4,RF-005
43,788,exposure,E,165,Scribes,0.4,RF-005
